Employee ID,Name,Department,Salary,IBAN
02a25a3d,Mr. Andrew Martin,Finance,105386,GB55DYHR67614792333421
cd2c8efa,Isaac Barr,Finance,89879,GB96KECA40533612233353
17ef828a,Steven Harrell,Finance,100294,GB66RRMT31211067625893
6af4a909,Anna Dunn,Finance,100087,GB96MGIU72633388312185
122130dc,Gregory Fisher,Finance,105859,GB30PHLQ98786950845770
a177618f,Amy Sanders,Finance,101003,GB76GGCT21522258141755
00a6cf1e,Lance Smith,Finance,87390,GB66AFZN30033893372797
94868e94,William Wood,Finance,131139,GB55QPMG48257654596934
554a4688,Kyle Sheppard,Finance,145909,GB72MTKW53124000736110
529cb0f6,Victoria Martin,Finance,104220,GB84IVPT06431979836845
e7412388,Benjamin Snow,Finance,77765,GB91NQWR87325133925991
ce372b8f,Kevin Farley,Finance,111715,GB72GNRU28607426745291
729834cb,Monique Mccormick,Finance,88119,GB19YMOK97734528969275
b0c5bee6,Joseph Reynolds,Finance,102393,GB86EVPP49036434262102
a14e487b,Christopher Morgan,Finance,142288,GB26KHIQ22009061362167
6785d338,Adriana Henderson,Finance,57110,GB28OBXU85527154040750
690978cc,William Gordon,Finance,97287,GB81YDLC14891508053436
58b2b06e,Anne Page,Finance,72016,GB26SLSM88870491393362
6cf69c86,Carolyn Briggs,Finance,79537,GB26VCBH61149099848326
eda54acf,Brian Dodson,Finance,66367,GB73RKYC07299324148918
4293b258,David Mercado,Finance,131940,GB93USKV38678915041047
91a28b77,Bradley Johnston,Finance,114906,GB56VWLQ43468500063850
a0b4e0fa,Daniel Lee,Finance,91372,GB79VQXX27022849660805
9dec7369,Sharon Bell,Finance,135040,GB61XMML52305929666988
2054100e,Madeline Butler,Finance,122201,GB47IJZD70218192221473
51ab3936,Samantha Wright,Finance,73499,GB69UVWS59498646490624
9d7e8e9f,Dr. David Smith,Finance,58713,GB24DPGO82577717074567
f057bce6,Martin Morrison,Finance,87422,GB49ABFA39812299004523
cecf8e59,Carol Ortiz,Finance,106575,GB31NEFD14043949332254
ee3f16b8,William Henderson,Finance,77465,GB49PRWF60438379113884
438a3a4c,Kyle Harris,Finance,123209,GB04ZBJT76213041368205
e5e23cb8,Raymond Walker,Finance,84001,GB45XCZS78098967310473
ec69b7a1,Andrew Mccall,Finance,86084,GB46XGQD49278289632869
37997e8e,Chad Alexander,Finance,65553,GB73VXDD83416096075025
a777a646,Lydia White,Finance,103413,GB30HFDI95727898777777
20a945b1,Ricky Stephens,Finance,145778,GB66CLOJ54558893390724
ef8543a1,Stacey Wagner,Finance,133616,GB58AUCZ79330748247169
97e07a82,David Kaiser,Finance,89485,GB43BAXV37985718788677
37e9bcd1,Brittney Morales,Finance,61729,GB31DDIO16637668858430
0461d33b,Scott Smith,Finance,146631,GB24JACP50896087224752
c8f1d5a2,Susan Jackson,Finance,116883,GB91KXDB45904495539316
ebbc6782,Nancy Chaney,Finance,67790,GB72MQYF76358590639303
9a728749,Carrie Flores,Finance,63049,GB78OIHF22687167113257
581108c1,James Burns,Finance,112989,GB19IKRM06691444972983
d29219ae,Jessica Curry,Finance,112221,GB61HECQ34104052256667
c6d6a7fa,Beth Walker,Finance,111687,GB02GORR28242860701917
df6a185c,Adam Gilbert,Finance,131177,GB97GOGT20290923863914
5f1304f2,Lacey Green,Finance,70820,GB94FNDZ02421881381913
15d9d6b0,Bryan White,Finance,101426,GB69FRDX32143047205876
e87af55a,Jeremy Wallace,Finance,69665,GB64WQVP88554446779042
83cd5177,Rachel Stone,Finance,62135,GB48KSIF78814506308520
6cdeaf3f,Melissa Hodges,Finance,79270,GB34QIFA58064780790594
753f7b73,Kelly Miller,Finance,90639,GB06HZCM05530918927393
67e14d9e,Benjamin Lee,Finance,123382,GB20PIRD46268356854686
d197f4dd,Frances Lynch,Finance,117169,GB84KVUK10432979757480
07f8639c,Bobby Webster,Finance,103105,GB59LXKK36909384257393
e1ac4708,Michael Lawrence,Finance,85801,GB63QFAU05033335454265
215dd0e3,David Proctor,Finance,137222,GB36OWEB65303551476483
d0e388fe,Kyle Valenzuela,Finance,120722,GB41TWMF10342865756647
aafac26d,Nicole Gonzalez,Finance,85706,GB27FFLN70268292135411
c9ff84ec,Jon Rose,Finance,88418,GB05SFHD23319114942278
b797f0c8,Bill Smith,Finance,78290,GB09ACMF66338198822586
11a59eaf,Lorraine Wolf,Finance,140785,GB52DYQD93764667312398
81b4d538,Kathleen Frazier,Finance,107144,GB79FKXY32645994599277
511bc698,Jennifer Sanchez,Finance,82985,GB84LGYS47683905767532
06167d52,Randy Hernandez,Finance,144897,GB29IFAE74102943315951
3ea62d17,Albert Jones,Finance,94360,GB85SANW42817817829903
da02aa22,Miranda Nolan,Finance,91695,GB54YUMW71695876493790
