Employee ID,Name,Department,Salary,IBAN
e52cb469,Jennifer White,Finance,60935,GB15EHGW87186611244886
446ee041,Joseph Ortega,Finance,109979,GB84WFGL65487874041780
80e8db13,Janice Dennis,Finance,138759,GB21MAKH82401509254444
4a7648a1,Amanda Humphrey,Finance,86772,GB88YVGL42340836573440
63dde7a0,Joseph Khan,Finance,147715,GB38XZLT74931886589855
4dc211b9,Richard Li,Finance,72149,GB76TAWT78299126173422
aed1f024,George Garcia,Finance,59789,GB92GLAB65429649011158
90b6899f,Molly Rodriguez,Finance,51841,GB40DUAM08291969472618
84ebf227,Brandon Hall,Finance,87011,GB42NHTZ90229636327403
68a8ae55,John Silva,Finance,134186,GB93BVYI97091401468634
09fc70d1,Michelle Diaz,Finance,78747,GB25SSJW89818553852027
272af7fd,David Perez,Finance,135303,GB57WMKL60059176517363
9484c886,Brandon Blair,Finance,113392,GB49LXBD88723652403400
a74c6464,Mark Williams,Finance,51989,GB44PECS56097286531761
140b4c59,Destiny Morris,Finance,132720,GB52NCMH00886633268328
2af0b7a4,Robert Davis,Finance,78325,GB40PXYO92400832128114
e676ef65,Stacey Roberts,Finance,87734,GB20RKEW97887935862947
e1d836e9,Kathy Coleman,Finance,97702,GB33ACTI25161274585950
6acd1f37,Eric Brown,Finance,98607,GB66KLNP14001247047636
866b4d88,Daniel Ramirez,Finance,86434,GB92HQFI17010193263763
e67b4e4e,Jeffrey Smith,Finance,143648,GB96JBKH72997080151535
bc50414c,Billy Wolf,Finance,140588,GB45FOOR44826519611674
21fbd80e,Ryan Webb,Finance,136942,GB66OTIN44481920022891
