Employee ID,Name,Department,Salary,IBAN
9988e63c,Katherine Scott,Finance,96689,GB80AIAM40420586121550
c9547fe9,Timothy Parker,Finance,118556,GB30OHFQ39363561751345
d2b694f4,Stephen Hernandez MD,Finance,75222,GB16VVLH24900550755723
0918dcbb,Colin Ballard,Finance,98377,GB32ZBCN68884753663308
994492db,Wendy Butler,Finance,140385,GB57FOXM36790541640519
6675178b,Jon Dean,Finance,50138,GB09WXVW67001991871572
ea2c6726,Tammy Miller,Finance,140163,GB91ZQQV74030776193131
98e16c44,Sarah Cox,Finance,53910,GB18MMDD50136257938171
f38b5f90,Robert Lindsey,Finance,140377,GB60RTYU67395466192007
e932af26,Jesse Kim,Finance,87726,GB05BHKS55963958026471
7575b5b5,Mr. Jason Thomas,Finance,82575,GB03HEIL64959998464071
781b7517,Scott Mitchell,Finance,58664,GB66RJDJ53985191874931
3e50eca3,James Martinez,Finance,123072,GB79IEUO22422513928479
ddb5894e,Brian Lambert,Finance,124285,GB83TZVS16182534880295
