Employee ID,Name,Department,Salary,IBAN
4225ead1,Rebecca Scott,Finance,108520,GB07RDGL22862192001083
26fb1ee6,Gary Ward,Finance,60710,GB42VAAS27537857312113
538848bd,Crystal Coleman,Finance,91058,GB89VZCF10551049085708
a969a058,Michael Walters,Finance,87488,GB94XOSG35394840278433
e61eb7a9,Alan Shaw,Finance,60669,GB07CRXG46982896742931
59cdf026,Anthony White,Finance,70608,GB14EUWQ61622265075446
ec109df2,Christian Thomas,Finance,71367,GB39RLTM37241650539852
5193591f,Tami King,Finance,97655,GB10KNNT35008874777907
4fd0fbb8,Jenny Hancock,Finance,105336,GB78VDPC21906455137549
51f5f8b7,Taylor Francis,Finance,69345,GB89AACC15247293099719
aa6cb8b3,Michelle Buchanan,Finance,68963,GB85OOBP43736313334895
1f86c777,Adam Turner,Finance,103029,GB11XBJE23385410260314
1e95939e,Cassie Moore,Finance,148073,GB93WJFC54818396806326
c03159ab,Teresa Williamson,Finance,109800,GB42CEOH91159578165241
d1a3216f,Jonathan Daniels,Finance,84412,GB87VVQQ67941629806763
9ed2e7b5,Nicole White,Finance,106880,GB53LKJE35372575895802
4dd1acef,Randy Carr,Finance,53083,GB84EJBW53947413620805
3985df60,Thomas Chavez,Finance,57328,GB75LZBU81434049394069
5e82ba55,Thomas Nguyen,Finance,80158,GB36EUWV49183860532377
eb0a4282,Valerie Keller,Finance,133163,GB74CCPG34994263440157
25ec83b9,Rebecca Valentine,Finance,132610,GB18IMTF46189770662825
1a37702c,Kaitlin Bowman,Finance,69352,GB44RDOY82316033815459
fa4e5382,Kimberly Martinez,Finance,67211,GB66FVNV16574024361771
bd843846,Charles Lewis,Finance,131789,GB10BXME97520473996606
5b971820,Alexandra Ford,Finance,148355,GB29IOOC96131952229318
25561c9b,Cameron Bowman,Finance,135092,GB81KBGK80551463792758
0fe3981c,Joel Moreno,Finance,99665,GB79HNMG89155130225776
31e44920,Patricia Chavez,Finance,84177,GB21TALH47877715219422
59cb1db6,John Avila,Finance,69749,GB51DEYB70566192571872
8ee10446,John Williams,Finance,118099,GB40TKGB64290882839861
00d3202a,Madison Thompson,Finance,103815,GB54XAGD30069494102124
2628da57,David Austin,Finance,110146,GB75FWEM48726014136837
10948fb1,Marco Mccullough,Finance,109717,GB58COSE33051936568959
748a05aa,Christopher Campos,Finance,80440,GB86ZOYJ03271202812777
3b0fe464,Maria Gomez,Finance,92908,GB61KSMV49850294063947
f48d56f1,Joseph Arias,Finance,114507,GB63ZTQC23081009991900
ab1a415e,Roy Lewis,Finance,86098,GB09MZMN90443439904186
d5ad597a,Kayla Williams,Finance,106738,GB21FQAM93145476795849
f7d9cd8b,Craig Rivera,Finance,120126,GB10QXNM86203635318032
1814840c,Mary Trevino,Finance,147644,GB42ECDJ48034376487327
b9402989,Julie Curry,Finance,112237,GB43JTJP17833104848843
05e445b2,Timothy Edwards,Finance,55054,GB88MMIA44509676913938
19e7074f,Robert Jacobs,Finance,97128,GB93TGWW30244875013783
01cee39c,Mr. Maxwell Hood,Finance,110532,GB02TIMD21131197149175
380c35d9,Lauren Walker,Finance,95048,GB61SYWS25335964465732
cba3c792,Morgan Yates,Finance,139061,GB49CPIF13709068491832
ccbaa1c0,Elizabeth Davis,Finance,69458,GB28WUUG26535657700322
a85a97d5,Christopher Lane,Finance,119941,GB74IFXV04861025362339
cf614e05,Jennifer Thomas,Finance,93210,GB38JCCC21134809164684
4e59a49d,Matthew Jackson,Finance,138095,GB33AOEU70219737906110
d8dc5e7d,Terry Brown,Finance,115592,GB59ALPS97884410989045
8fe3f945,Maria Williams,Finance,139228,GB95SVHC90357868939410
8a8b7c7b,Troy Grant,Finance,57773,GB89SGVM78325347048260
f77c49c6,Amber Price,Finance,79404,GB28FNJB66358173533688
16c62b47,Bethany Weaver,Finance,83663,GB71SPJY92567810961057
8c8a4740,Meghan Chen,Finance,64073,GB16ICSG21191100392032
9ba978d9,Danielle Calhoun,Finance,124086,GB38NABK48716557557759
94ead272,Christopher Gibbs,Finance,121985,GB50BTNK00681872746427
a9d13153,David Cooper,Finance,144996,GB51DSCI56341874624605
