Employee ID,Name,Department,Salary,IBAN
8754b0cf,Kyle Wood,Finance,79061,GB34FXIE91553443271722
3563f8ee,Alex Salazar,Finance,113346,GB95RRXN37019406893973
bdf8f8e3,Tonya Estes,Finance,63294,GB06NEIH94105551767430
9080e5d2,Jose Carson,Finance,104692,GB90HCID39548633644744
04c94f99,Tanya Palmer,Finance,74510,GB03LLBD13007078299411
d7d7becc,Brittany Terry,Finance,134825,GB98OSCU60978872751060
96572d60,David Ho,Finance,84659,GB28OCIE54788824050102
7c40e943,Kathryn Murphy,Finance,145759,GB25FCBI63346500520949
c09367a1,Dakota Evans,Finance,101103,GB90OFDA77945649661779
ef9a7bfc,Kayla Warren,Finance,148283,GB33KZTM36395358146551
689bb6d0,Jennifer Sanchez MD,Finance,98928,GB78ZPKC14411684234117
a58ace7b,Katie Phillips,Finance,79193,GB66UWAD95493221653816
aa853dac,Sharon Wright,Finance,108944,GB05KXWV46768352663461
2e5de58c,Samuel Holder,Finance,75544,GB90CSJJ49155231935420
fa10fe13,Patricia Tucker,Finance,133299,GB82MSXU19865408088254
54e9df11,John Evans,Finance,126171,GB79DUOT07334330936404
675779f6,Ashley Williams,Finance,118675,GB21LAHB04408620783657
f4f657fb,Kimberly Hardin,Finance,70257,GB69ZGIM78898460964469
27a8ca44,David Carter,Finance,51691,GB16KYEA94215762491673
86a165f9,John Peck,Finance,81869,GB47HICL70636952269870
91b94d30,Mark Beck,Finance,85596,GB67DLBF17612916153782
a6533bb4,James Smith,Finance,66583,GB80QDHU64186285491424
0432c953,Anthony Jordan,Finance,143323,GB47OHYN07160999692182
cdbe01e3,Anna Richardson,Finance,82715,GB96ZCPE48154678297315
d21a13da,Mr. Christian Buchanan MD,Finance,78305,GB07BZQT81279385943759
68abf82e,Anita Collins,Finance,106223,GB50QAOA01380737222679
ae21385c,Steven Green,Finance,88687,GB65QDGI69563535193505
5daffe83,William Franco,Finance,90958,GB93FOJT45811241455438
a8126d2b,Adam Davis,Finance,135715,GB15WZAC81928923304916
76a51680,Kimberly Bernard,Finance,118098,GB74VSQB04119536740885
4e4efd8a,Kimberly Webster,Finance,111866,GB89WOER85810194352235
bbf1a290,Sarah Whitney,Finance,71300,GB19ZKDM48065564209644
58b44452,Kathleen Miles,Finance,80949,GB78LNJY62285014705334
1974062c,Stephanie Smith,Finance,52512,GB92JHHB20775597509770
10d86c51,Lindsey Bennett,Finance,99413,GB75HAQO99085996539190
e61ccb06,Ashley Herrera,Finance,99110,GB62TDNO58753859591829
4d35119f,Christine Jones,Finance,141496,GB92ZEZM56912327854195
bbcd74b5,James Price,Finance,59632,GB59HOPL61605389382116
0fc8189e,Larry Salazar,Finance,53280,GB18OUCM63234931105641
a52f76a0,Donna King,Finance,87099,GB73GHPQ03342880205407
d2e7cd5e,Emily Smith,Finance,62160,GB82OBYP26746701741911
23c7825e,Mr. Roberto Shaw,Finance,87662,GB96LMIY49621848223438
